Timestamp_UTC,Latitude_ddeg,Longitude_ddeg,Elevation_m,Battery_Voltage_volts,Train_Box_Temperature_degC,Train_Top_Temperature_degC,Train_Top_Relative_Humidity_%,ES642_PM2.5_Concentration_ug/m3,ES642_Air_Flow_Rate_L/min,ES642_Internal_Air_Temperature_degC,ES642_Internal_Relative_Humidity_%,ES642_Internal_Air_Pressure_hpa,ES642_Error_Code_code,2B_Ozone_Concentration_ppbv,2B_Air_Flow_Rate_L/min,2B_Internal_Air_Temperature_degC,2B_Internal_Air_Pressure_hpa,PM2.5_Data_Flagged_binary,Ozone_Data_Flagged_binary,Time_Tuple,Date,Year,Month,Day_of_Year,Day_of_Month,Minute,Hour,Transit_ID,AQI,PM2.5_Category,Meso_West_Category
2023-08-01 00:36:00,40.627247,-111.905823,1322.8,13.05,34.69,31.14,27.16,0.0,2.0,30.39,20.0,870.6,0.0,46.3,1.8,40.9,830.8,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=36, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,36,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:37:00,40.627247,-111.905815,1323.0,13.05,34.65,31.1,27.23,0.0,2.0,30.39,20.0,870.5,0.0,51.4,1.78,40.9,830.8,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=37, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,37,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:38:00,40.627247,-111.905823,1323.0,13.07,34.61,31.17,27.5,0.0,2.0,30.5,20.0,870.4,0.0,46.3,1.78,40.8,830.8,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=38, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,38,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:39:00,40.627251,-111.905823,1323.1,13.07,34.61,31.17,27.73,0.0,2.0,30.61,20.0,870.5,0.0,34.9,1.78,40.8,830.8,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=39, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,39,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:40:00,40.627247,-111.905823,1323.2,13.09,34.58,31.04,27.57,0.0,2.0,30.61,21.0,870.5,0.0,44.6,1.78,40.8,830.8,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=40, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,40,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:41:00,40.627247,-111.905815,1323.4,13.08,34.54,31.07,27.46,0.0,2.0,30.5,21.0,870.3,0.0,46.0,1.78,40.8,830.8,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=41, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,41,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:42:00,40.627247,-111.905815,1323.4,13.08,34.54,31.27,27.43,0.0,2.0,30.5,21.0,870.5,0.0,36.6,1.79,40.7,830.8,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=42, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,42,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:43:00,40.627247,-111.905815,1323.6,13.09,34.5,31.24,27.53,0.0,2.0,30.61,21.0,870.4,0.0,35.2,1.77,40.7,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=43, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,43,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:44:00,40.627247,-111.905807,1323.8,13.09,34.46,31.1,27.4,0.0,2.0,30.61,21.0,870.3,0.0,39.8,1.79,40.7,830.8,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=44, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,44,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:45:00,40.627239,-111.905815,1323.3,13.09,34.46,31.1,27.26,0.0,2.0,30.72,21.0,870.3,0.0,39.3,1.79,40.6,830.8,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=45, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,45,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:46:00,40.627243,-111.905815,1323.2,13.08,34.42,31.2,27.3,0.0,2.0,30.72,21.0,870.5,0.0,42.9,1.78,40.6,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=46, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,46,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:47:00,40.627243,-111.905807,1323.1,13.09,34.38,31.2,27.09,0.0,2.0,30.5,21.0,870.5,0.0,41.1,1.78,40.6,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=47, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,47,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:48:00,40.627243,-111.905807,1323.0,13.09,34.38,31.17,27.36,0.0,2.0,30.72,21.0,870.3,0.0,39.1,1.78,40.5,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=48, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,48,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:49:00,40.627243,-111.905807,1322.9,13.09,34.34,31.24,27.16,0.0,2.0,30.61,21.0,870.4,0.0,38.6,1.77,40.5,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=49, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,49,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:50:00,40.627243,-111.905807,1322.9,13.09,34.34,31.24,27.19,0.0,2.0,30.61,21.0,870.2,0.0,42.7,1.78,40.5,830.8,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=50, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,50,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:51:00,40.627235,-111.9058,1323.3,13.08,34.27,31.2,27.19,0.0,2.0,30.61,21.0,870.3,0.0,44.0,1.79,40.5,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=51, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,51,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:52:00,40.627239,-111.9058,1323.3,13.09,34.27,31.2,27.23,0.0,2.0,30.61,21.0,870.4,0.0,41.2,1.79,40.4,830.6,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=52, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,52,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:53:00,40.627239,-111.905815,1323.8,13.09,34.23,31.27,27.67,0.0,2.0,30.78,21.0,870.4,0.0,37.1,1.79,40.4,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=53, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,53,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:54:00,40.627239,-111.905815,1323.7,13.09,34.19,31.37,27.67,0.0,2.0,30.89,21.0,870.5,0.0,38.1,1.77,40.4,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=54, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,54,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:55:00,40.627239,-111.905815,1323.8,13.08,34.19,31.34,27.06,0.0,2.0,31.0,21.0,870.3,0.0,37.2,1.79,40.4,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=55, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,55,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:56:00,40.627239,-111.905815,1323.8,13.08,34.15,31.41,26.82,0.0,2.0,31.11,21.0,870.5,0.0,30.4,1.78,40.3,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=56, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,56,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:57:00,40.627239,-111.905815,1323.8,13.09,34.15,31.58,26.66,0.0,2.0,31.0,21.0,870.3,0.0,42.8,1.79,40.3,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=57, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,57,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:58:00,40.627235,-111.905815,1323.8,13.09,34.15,31.51,26.49,0.0,2.0,30.89,21.0,870.4,0.0,45.0,1.79,40.3,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=58, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,58,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 00:59:00,40.627235,-111.905815,1323.7,13.09,34.11,31.54,26.52,0.0,2.0,31.11,21.0,870.4,0.0,44.6,1.78,40.3,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=0, tm_min=59, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,59,0,TRX03,Good,< 12.00,< 2.00
2023-08-01 01:00:00,40.627266,-111.905853,1324.8,13.08,34.11,31.47,26.96,0.0,2.0,31.11,21.0,870.4,0.0,44.1,1.78,40.3,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=1, tm_min=0, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,0,1,TRX03,Good,< 12.00,< 2.00
2023-08-01 01:01:00,40.627266,-111.905861,1324.4,13.08,34.11,31.51,26.93,0.0,2.0,31.28,21.0,870.3,0.0,37.4,1.79,40.2,830.7,0,0,"time.struct_time(tm_year=2023, tm_mon=8, tm_mday=1, tm_hour=1, tm_min=1, tm_sec=0, tm_wday=1, tm_yday=213, tm_isdst=-1)",2023-08-01,2023,8,213,1,1,1,TRX03,Good,< 12.00,< 2.00
